Track title,track lyrics,Release Year,composer ,Lyricist,Tokenized & Preprocessed Lyrics,Sentiment,Sentiment_Score,Emotion
نسم علينا الهوى,نسم علينا الهوا مفرق الوادى هوا دخل الهوا خدنى بلادى هوا هوا يللى طاير بالهوا فى منتوره طاقه وصوره خدنى لعندن هوا فزعانه قلبى اكبر بهالغربه تعرفنى بلادى خدنى بلادى شو شو حبيبى شو كنت وكنا تضلو عنا وافترقنا شو وبعدا الشمس بتبكى عالباب تحكى يحكى هوا بلادى خدنى بلادى,1967.0,الاخوين رحبانى,الأخوين رحباني,"نسم
علينا
الهوا
مفرق
الوادى
هوا
دخل
الهوا
خدنى
بلادى
هوا
هوا
يللى
طاير
بالهوا
فى
منتوره
طاقه
وصوره
خدنى
لعندن
هوا
فزعانه
قلبى
اكبر
بهالغربه
تعرفنى
بلادى
خدنى
بلادى
شو
شو
حبيبى
شو
كنت
وكنا
تضلو
عنا
وافترقنا
شو
وبعدا
الشمس
بتبكى
عالباب
تحكى
يحكى
هوا
بلادى
خدنى
بلادى",positive,0.7363865971565247,love
نحنا والقمر جيران,نحنا والقمر جيران بيته تلالنا بيطلع قبالنا يسمع الالحان نحنا والقمر جيران عارف مواعيدنا وتارك بقرميدنا اجمل الالوان وياما سهرنا معه بليل الهنا النهدات وياما مطلعه شرحنا الهوى غوى حكايات نحنا القمر جيران طل زارنا قناطر دارنا رشرش المرجان,1995.0,الاخوين رحبانى,الأخوين رحباني,"نحنا
والقمر
جيران
بيته
تلالنا
بيطلع
قبالنا
يسمع
الالحان
نحنا
والقمر
جيران
عارف
مواعيدنا
وتارك
بقرميدنا
اجمل
الالوان
وياما
سهرنا
معه
بليل
الهنا
النهدات
وياما
مطلعه
شرحنا
الهوى
غوى
حكايات
نحنا
القمر
جيران
طل
زارنا
قناطر
دارنا
رشرش
المرجان",positive,0.7340831160545349,longing
كيفك انت,بتذكر اخر مره شفتك سنتا بتذكر وقتا اخر كلمه قلتا عدت شفتك هلق شفتك كيفك انت ملا انت بتذكر اخر سهره سهرتا عنا بتذكر فى واحده مضايق منا هيدى امى بتعتل همى منك انتا ملا انتا كيفك قال عم بيقولو عندك ولاد انا الله كنت مفكرتك براه البلاد شو بدى بالبلاد الله يخلى الولاد بيطلع عبالى ارجع انا اياك انت حلالى ارجع انا وياك انا انت ملا انت بتذكر اخر مره شو قلتلى بدك ضلى بدك فيكى تفلى زعلت بوقتا حللتا انو انت هيدا انت بترجع عراسى رغم العيال الناس انتا الاساسى بحبك بالاساس بحبك انت ملا انت,1991.0,زياد رحبانى,زياد رحباني,"بتذكر
اخر
مره
شفتك
سنتا
بتذكر
وقتا
اخر
كلمه
قلتا
عدت
شفتك
هلق
شفتك
كيفك
انت
ملا
انت
بتذكر
اخر
سهره
سهرتا
عنا
بتذكر
فى
واحده
مضايق
منا
هيدى
امى
بتعتل
همى
منك
انتا
ملا
انتا
كيفك
قال
عم
بيقولو
عندك
ولاد
انا
الله
كنت
مفكرتك
براه
البلاد
شو
بدى
بالبلاد
الله
يخلى
الولاد
بيطلع
عبالى
ارجع
انا
اياك
انت
حلالى
ارجع
انا
وياك
انا
انت
ملا
انت
بتذكر
اخر
مره
شو
قلتلى
بدك
ضلى
بدك
فيكى
تفلى
زعلت
بوقتا
حللتا
انو
انت
هيدا
انت
بترجع
عراسى
رغم
العيال
الناس
انتا
الاساسى
بحبك
بالاساس
بحبك
انت
ملا
انت",negative,0.9751778841018677,love
كنا نتلاقى,كنا نتلاقى عشيه ونقعد الجسر العتيق وتنزل السهل الضبابه تمحى المدى وتمحى الطريق حدا يعرف بمطرحنا السما وورق ويقلى بحبك انا بحبك ويهرب فينا الغيم الحزين سنينى اللى رح ترجعيلى رجعيلى شى مره ارجعيلى وانسينى باب الطفوله اركض بشمس الطرقات سنينى اللى رح ترجعيلى رجعيلى شى مره ارجعيلى ورديلى ضحكاتى اللى راحوا اللى بزوايا الساحات بتذكر شو حكيوا عليى نطرت وانت نسيت وصار الشتى ينزل عليى وإجا الصيف وانت جيت سنينى اللى رح ترجعيلى رجعيلى شى مره ارجعيلى وانسينى باب الطفوله اركض بشمس الطرقات,1975.0,الاخوين رحبانى,الأخوين رحباني,"كنا
نتلاقى
عشيه
ونقعد
الجسر
العتيق
وتنزل
السهل
الضبابه
تمحى
المدى
وتمحى
الطريق
حدا
يعرف
بمطرحنا
السما
وورق
ويقلى
بحبك
انا
بحبك
ويهرب
فينا
الغيم
الحزين
سنينى
اللى
رح
ترجعيلى
رجعيلى
شى
مره
ارجعيلى
وانسينى
باب
الطفوله
اركض
بشمس
الطرقات
سنينى
اللى
رح
ترجعيلى
رجعيلى
شى
مره
ارجعيلى
ورديلى
ضحكاتى
اللى
راحوا
اللى
بزوايا
الساحات
بتذكر
شو
حكيوا
عليى
نطرت
وانت
نسيت
وصار
الشتى
ينزل
عليى
وإجا
الصيف
وانت
جيت
سنينى
اللى
رح
ترجعيلى
رجعيلى
شى
مره
ارجعيلى
وانسينى
باب
الطفوله
اركض
بشمس
الطرقات",negative,0.7696236371994019,love
راجعين هوى,راجعين هوى راجعين زهره المساكين راجعين هوى دار الهوى نار الهوى راجعين منودع زمان منروح لزمان ينسانا ارض النسيان منقول رايحين منكون راجعين دار الحب ومش عارفين راجعين هوى دار الهوى نار الهوى راجعين مغرور هوى هوى مغرور حبيبى ورده سور نحنا العاشقين طول عاشقين وانتو بليا لينا عايشين نحنا العاشقين عاشقين عاشقين وانتو بليالينا عايشين راجعين هوى دار الهوى نار الهوى راجعين,1974.0,الاخوين رحبانى,الأخوين رحباني,"راجعين
هوى
راجعين
زهره
المساكين
راجعين
هوى
دار
الهوى
نار
الهوى
راجعين
منودع
زمان
منروح
لزمان
ينسانا
ارض
النسيان
منقول
رايحين
منكون
راجعين
دار
الحب
ومش
عارفين
راجعين
هوى
دار
الهوى
نار
الهوى
راجعين
مغرور
هوى
هوى
مغرور
حبيبى
ورده
سور
نحنا
العاشقين
طول
عاشقين
وانتو
بليا
لينا
عايشين
نحنا
العاشقين
عاشقين
عاشقين
وانتو
بليالينا
عايشين
راجعين
هوى
دار
الهوى
نار
الهوى
راجعين",positive,0.676364541053772,love
عروستنا الحلوه,عروستنا الحلوه نيسانه حلوه مشوار دار لدار حلوه تتبارك حجار البيت تتبارك العتبه والخوابى نبيد وزيت وتفيض المحبه كونى قمح وسكر كونى وعنبر وقنديل الزوار اللى متوج بالغار حلوه كبروا زهور البساتين ومتل الكذبه كبرتى وحليتى الحلوين ولعريسك صرتى عالحب تلاقيتوا وعمرت قصه بيته ودار الهوى دار دار لدار حلوه,1969.0,الاخوين رحبانى,الأخوين رحباني,"عروستنا
الحلوه
نيسانه
حلوه
مشوار
دار
لدار
حلوه
تتبارك
حجار
البيت
تتبارك
العتبه
والخوابى
نبيد
وزيت
وتفيض
المحبه
كونى
قمح
وسكر
كونى
وعنبر
وقنديل
الزوار
اللى
متوج
بالغار
حلوه
كبروا
زهور
البساتين
ومتل
الكذبه
كبرتى
وحليتى
الحلوين
ولعريسك
صرتى
عالحب
تلاقيتوا
وعمرت
قصه
بيته
ودار
الهوى
دار
دار
لدار
حلوه",positive,0.9797419905662537,love
معافى ياعسكر لبنان,معافى عسكر لبنان بو زنود المسميه وتتغاوى ارزه لبنان جبال الحريه خضرا ترقص عمطل وبحكايات العز تطل وتمد شلوحها للكل وعبيوت الكل تفيى ويا خضرا ترقص عمطل وبالخير وبالحب تهل شمسك هالمضويه تضل بهالدنيى مضويى,1974.0,الاخوين رحبانى,الأخوين رحباني,"معافى
عسكر
لبنان
بو
زنود
المسميه
وتتغاوى
ارزه
لبنان
جبال
الحريه
خضرا
ترقص
عمطل
وبحكايات
العز
تطل
وتمد
شلوحها
للكل
وعبيوت
الكل
تفيى
ويا
خضرا
ترقص
عمطل
وبالخير
وبالحب
تهل
شمسك
هالمضويه
تضل
بهالدنيى
مضويى",positive,0.9895581603050232,love
معرفتى فيك,معرفتى فيك اجت عا زعل معرفتى فيك كانت طبيعيى ملل حبك لإلى بلش متل الشفقه بدى حنان كنت سالانى علقانى بهالحلقه محتاجى انسان اليوم بعرف قلك يمكن هلق عم قلك حبيبى لاخر مره بقلك حبيبى مش انت حبيبى,1983.0,زياد رحبانى,زياد رحباني,"معرفتى
فيك
اجت
عا
زعل
معرفتى
فيك
كانت
طبيعيى
ملل
حبك
لإلى
بلش
متل
الشفقه
بدى
حنان
كنت
سالانى
علقانى
بهالحلقه
محتاجى
انسان
اليوم
بعرف
قلك
يمكن
هلق
عم
قلك
حبيبى
لاخر
مره
بقلك
حبيبى
مش
انت
حبيبى",negative,0.9430485367774963,love
معك حبيبى,معك ابقى حبيبى معك دبل الورد فى قمر خلصت القصص واغانى السهر انا حبيبى ابقى معك معك حبيبى ابقى عا طول بالصيف وبالشتى وبشمس الحقول الليل الغريب وعالسهر المجهول انا حبيبى معك معك ابقى حبيبى معك معك ابقى حبيبى معك دبل الورد فى قمر خلصت القصص واغانى السهر انا حبيبى ابقى معك معك حبيبى بدى ابقى سنين وصرنا منسيين عاسياج الايام بسفر الاحلام معك ابقى حبيبى معك دبل الورد فى قمر خلصت القصص واغانى السهر انا حبيبى ابقى معك,1998.0,الياس رحبانى,الأخوين رحباني,"معك
ابقى
حبيبى
معك
دبل
الورد
فى
قمر
خلصت
القصص
واغانى
السهر
انا
حبيبى
ابقى
معك
معك
حبيبى
ابقى
عا
طول
بالصيف
وبالشتى
وبشمس
الحقول
الليل
الغريب
وعالسهر
المجهول
انا
حبيبى
معك
معك
ابقى
حبيبى
معك
معك
ابقى
حبيبى
معك
دبل
الورد
فى
قمر
خلصت
القصص
واغانى
السهر
انا
حبيبى
ابقى
معك
معك
حبيبى
بدى
ابقى
سنين
وصرنا
منسيين
عاسياج
الايام
بسفر
الاحلام
معك
ابقى
حبيبى
معك
دبل
الورد
فى
قمر
خلصت
القصص
واغانى
السهر
انا
حبيبى
ابقى
معك",positive,0.9617282152175903,love
روابينا القمر,روابينا القمر جاءه امله خبر جايلته رندلى ودمى الحسن الاخر فاجئنه حافيا الزهر مزقت ثوبه نزوات تذر غزلنا يكسى القمر العذارى حوله فى الربى عقد شرر ضحكه طافره ونشيد فى الاثر والمساء المنتحى هاتيك الصور ذاهل شال صوتنا المختكر والروابى نهضت تجوال النظر ترى العمر قمر,1999.0,الاخوين رحبانى, سعيد عقل,"روابينا
القمر
جاءه
امله
خبر
جايلته
رندلى
ودمى
الحسن
الاخر
فاجئنه
حافيا
الزهر
مزقت
ثوبه
نزوات
تذر
غزلنا
يكسى
القمر
العذارى
حوله
فى
الربى
عقد
شرر
ضحكه
طافره
ونشيد
فى
الاثر
والمساء
المنتحى
هاتيك
الصور
ذاهل
شال
صوتنا
المختكر
والروابى
نهضت
تجوال
النظر
ترى
العمر
قمر",neutral,0.4558902084827423,neutral
نام تنام,نام تنام شوف تشوف بيارق السفرفوقنا عم تلمع ورق الشجرعم يتودع نام تنام شوف تشوف الغفا والصحو غمضه الصغر والكبر غمضه السنونو والسطح غيبه سنه رح يفلوا بغيبتك وتفل الدنى وبكرا اذا رجعوا رفوف السنونو بيتى بلا سطح وين بدهن يغطوا قولك عالشمسيه وبكرا اذا رجعو رفوف السنونو بيلمحوا بعيد قصرك العالى وسطحك القرميد وشمسيتى زغيره وسطحك كبير بيعششوا بقصرك وبينسونا كتير حسرتى علينا يجى لعنا العصافير نام تنام شوف تشوف,1971.0,الاخوين رحبانى,الأخوين رحباني,"نام
تنام
شوف
تشوف
بيارق
السفرفوقنا
عم
تلمع
ورق
الشجرعم
يتودع
نام
تنام
شوف
تشوف
الغفا
والصحو
غمضه
الصغر
والكبر
غمضه
السنونو
والسطح
غيبه
سنه
رح
يفلوا
بغيبتك
وتفل
الدنى
وبكرا
اذا
رجعوا
رفوف
السنونو
بيتى
بلا
سطح
وين
بدهن
يغطوا
قولك
عالشمسيه
وبكرا
اذا
رجعو
رفوف
السنونو
بيلمحوا
بعيد
قصرك
العالى
وسطحك
القرميد
وشمسيتى
زغيره
وسطحك
كبير
بيعششوا
بقصرك
وبينسونا
كتير
حسرتى
علينا
يجى
لعنا
العصافير
نام
تنام
شوف
تشوف",negative,0.9920089244842529,sadness
ندى,ندى بسمه الورد للندى فى الصباح ندى همسه الطهر فى شفاه الاقاح ندى شعله الحب قبله الارواح وشاح كساها الجمال وشاح اخت الفراشات يلعبن حاليات الجناح تبق للزهر والطير شذا وصداح رضابها للحميا والخد للتفاح وشاح كساها الجمال وشاح ندى سلسل الخمر فى الثنايا العذاب صفصف الشعر الجبين سطر كتاب رددتلى ياسى حلم الهوى والشباب انت الله عضت العناب وصفصفت بيديها وغمغمت بالجواب سل الرياحين عنى وسل حنين الرباب,1954.0,الاخوين رحبانى,بشارة الخوري,"ندى
بسمه
الورد
للندى
فى
الصباح
ندى
همسه
الطهر
فى
شفاه
الاقاح
ندى
شعله
الحب
قبله
الارواح
وشاح
كساها
الجمال
وشاح
اخت
الفراشات
يلعبن
حاليات
الجناح
تبق
للزهر
والطير
شذا
وصداح
رضابها
للحميا
والخد
للتفاح
وشاح
كساها
الجمال
وشاح
ندى
سلسل
الخمر
فى
الثنايا
العذاب
صفصف
الشعر
الجبين
سطر
كتاب
رددتلى
ياسى
حلم
الهوى
والشباب
انت
الله
عضت
العناب
وصفصفت
بيديها
وغمغمت
بالجواب
سل
الرياحين
عنى
وسل
حنين
الرباب",positive,0.8404868245124817,love
نسيتنا الكروم,نسيتنا الكروم البعيده نسيتنا الكروم ونسيتنا تلال القمر نسيتنا النجوم السعيده نسيتنا النجوم وضيعنا ليالى السهر رحنا دار الهوى بليله غوى تانزور اللى حوض وبقيه زهر وحكايه عطر محاها الزمان نسيتنا القصص ياحبيبى حكايا الجمال خلينى بالك حبيبى غنيه بال,1958.0,الاخوين رحبانى,الأخوين رحباني,"نسيتنا
الكروم
البعيده
نسيتنا
الكروم
ونسيتنا
تلال
القمر
نسيتنا
النجوم
السعيده
نسيتنا
النجوم
وضيعنا
ليالى
السهر
رحنا
دار
الهوى
بليله
غوى
تانزور
اللى
حوض
وبقيه
زهر
وحكايه
عطر
محاها
الزمان
نسيتنا
القصص
ياحبيبى
حكايا
الجمال
خلينى
بالك
حبيبى
غنيه
بال",negative,0.8460844159126282,love
نشيد المقاومه,خلصوا الاغانى هنى وغنوا عالجنوب خلصوا القصائد هنى وصفوا عالجنوب شهداء قلوا شهداء زادوا واذا واقف جنوب واقف باولاده خلصوا القضايا هنى ويردوها عالجنوب كسروا المنابر هنى ويعدوا عالجنوب يلى عم يحكوا اليوم اللى ماتوا المعثر بكل الارض دائما ذاته هيدى مش غنيه هيدى تحيه وبس,2000.0,زياد رحبانى, زياد رحباني,"خلصوا
الاغانى
هنى
وغنوا
عالجنوب
خلصوا
القصائد
هنى
وصفوا
عالجنوب
شهداء
قلوا
شهداء
زادوا
واذا
واقف
جنوب
واقف
باولاده
خلصوا
القضايا
هنى
ويردوها
عالجنوب
كسروا
المنابر
هنى
ويعدوا
عالجنوب
يلى
عم
يحكوا
اليوم
اللى
ماتوا
المعثر
بكل
الارض
دائما
ذاته
هيدى
مش
غنيه
هيدى
تحيه
وبس",positive,0.6325341463088989,joy
ياحلو ياقمر,حلو حلو قمر ندى غصن سجر امى استوى كرمنا امى حليو عناقيدو امى واخضر الجنا الله بيصونو ويزيدو ساكن شباكنا طير ونحنا منريدو لحنو بيضيقنا منضل نقولو ونعيدو احلاك عدروب دروبنا وقلوب قلوبنا بتضل تترجاك محلاك واقمار اقمارنا تحاكيك اسرارنا وتقلنا شو باك امى لاح بحينا بيلوح بايدو طل الهوى ذلنا بتروح مواعيدو,1996.0,الاخوين رحبانى,الأخوين رحباني,"حلو
حلو
قمر
ندى
غصن
سجر
امى
استوى
كرمنا
امى
حليو
عناقيدو
امى
واخضر
الجنا
الله
بيصونو
ويزيدو
ساكن
شباكنا
طير
ونحنا
منريدو
لحنو
بيضيقنا
منضل
نقولو
ونعيدو
احلاك
عدروب
دروبنا
وقلوب
قلوبنا
بتضل
تترجاك
محلاك
واقمار
اقمارنا
تحاكيك
اسرارنا
وتقلنا
شو
باك
امى
لاح
بحينا
بيلوح
بايدو
طل
الهوى
ذلنا
بتروح
مواعيدو",positive,0.9632593989372253,joy
يارايح كفر,رايح كفر حالا امروق بسوق العناب فى بنت بتنسى حالها وهى الباب خبرنا احوالها رايح كفر حالا شمالك فى دكانه بتبيع مغازل صوف بنت بتقعد سهيانه تنطر تيجيها ضيوف حلوه والخصر بيلوى بتعرف انا حلوه تفوقها حالها بلكى اشغلت بالها تعرفها عينيها بيضلو تعبانين وتتطلع ايديها وع خواتمها الحلوين قرب خبرها عنى بلكى زعلانه منى واسرق لى وإنت قبالها خيط زغير شاله وان حالتها حاله وع ريفها شفت دموع قل عنيها ببالى همها بوجهى مزروع وتحرقنى الضحكه ال بدها تحكى بتحكى ياخوفى خيالها والبعد يغير حالها,1970.0,الاخوين رحبانى,الأخوين رحباني,"رايح
كفر
حالا
امروق
بسوق
العناب
فى
بنت
بتنسى
حالها
وهى
الباب
خبرنا
احوالها
رايح
كفر
حالا
شمالك
فى
دكانه
بتبيع
مغازل
صوف
بنت
بتقعد
سهيانه
تنطر
تيجيها
ضيوف
حلوه
والخصر
بيلوى
بتعرف
انا
حلوه
تفوقها
حالها
بلكى
اشغلت
بالها
تعرفها
عينيها
بيضلو
تعبانين
وتتطلع
ايديها
وع
خواتمها
الحلوين
قرب
خبرها
عنى
بلكى
زعلانه
منى
واسرق
لى
وإنت
قبالها
خيط
زغير
شاله
وان
حالتها
حاله
وع
ريفها
شفت
دموع
قل
عنيها
ببالى
همها
بوجهى
مزروع
وتحرقنى
الضحكه
ال
بدها
تحكى
بتحكى
ياخوفى
خيالها
والبعد
يغير
حالها",negative,0.9468598365783691,sadness
ياقمر دارتنا,قمر دارتنا حكايه سهرتنا يللى فتنتنا حلوه جارتنا قمر دارتنا تلالك ليلتنا رقصه حملتنا وصوبك اخدتنا شفناك ميلنا بهالليل وسالنا تاريك حاببنا بتقول شو زعلنا والقمر دارتنا حكاياته بسهرتنا رقصه حملتنا وصوبه اخدتنا,1997.0,الاخوين رحبانى,الأخوين رحباني,"قمر
دارتنا
حكايه
سهرتنا
يللى
فتنتنا
حلوه
جارتنا
قمر
دارتنا
تلالك
ليلتنا
رقصه
حملتنا
وصوبك
اخدتنا
شفناك
ميلنا
بهالليل
وسالنا
تاريك
حاببنا
بتقول
شو
زعلنا
والقمر
دارتنا
حكاياته
بسهرتنا
رقصه
حملتنا
وصوبه
اخدتنا",negative,0.8372400999069214,longing
ياقمر لشو تطلع,ياقمر ياقمر ضوى ضوى عاشجر وياشجر بالسهر لوح لوح للقمر ياقمر ياقمر لشو تطلع ياقمر بتقعد تتسمع الاوراق مش احسن تقوم تطلع وتفضح العشاق تضوى تكشف صور وتحكى يزيع الخبر احلى تضلك قمر زغير لشو تكبر ياقمر سافرت كتير وضويت عمرك كلو بتلقيلك شى بيت وبتقعد ترتاح هالعيشه الكلها سفر بكرا بتجبلك ضجر خلينا نشتاق غبلك سنه ياقمر,1971.0,الاخوين رحبانى,الأخوين رحباني,"ياقمر
ياقمر
ضوى
ضوى
عاشجر
وياشجر
بالسهر
لوح
لوح
للقمر
ياقمر
ياقمر
لشو
تطلع
ياقمر
بتقعد
تتسمع
الاوراق
مش
احسن
تقوم
تطلع
وتفضح
العشاق
تضوى
تكشف
صور
وتحكى
يزيع
الخبر
احلى
تضلك
قمر
زغير
لشو
تكبر
ياقمر
سافرت
كتير
وضويت
عمرك
كلو
بتلقيلك
شى
بيت
وبتقعد
ترتاح
هالعيشه
الكلها
سفر
بكرا
بتجبلك
ضجر
خلينا
نشتاق
غبلك
سنه
ياقمر",negative,0.9094369411468506,sadness
يامحلا ليالى الهوى,محلا ليالى الهوى يوم اللى التقينا والخيمه عالعالى عالعالى رح بيطيرها الهوا خيمه اللى عمرها بالبنفسج زنرها وبالشجر دايرها مراجيح الغوى الصبح خصله الشعر لمها عناقيد العلى امها تقول تقول الكرم استوى منديل القصب شلته بجروح الهوى غزلته فى دوا سالته جوابنى فى دوا,1963.0,الاخوين رحبانى,الأخوين رحباني,"محلا
ليالى
الهوى
يوم
اللى
التقينا
والخيمه
عالعالى
عالعالى
رح
بيطيرها
الهوا
خيمه
اللى
عمرها
بالبنفسج
زنرها
وبالشجر
دايرها
مراجيح
الغوى
الصبح
خصله
الشعر
لمها
عناقيد
العلى
امها
تقول
تقول
الكرم
استوى
منديل
القصب
شلته
بجروح
الهوى
غزلته
فى
دوا
سالته
جوابنى
فى
دوا",positive,0.9674124121665955,joy
يوم يومين جمعه,يوم يومين جمعه وشهر شهرين تعبت بعينى الدمعه وين غايب وين شهر شهرين بعدك بعدك بتقول تقول محافظ عا وعدك الوعد يطول قلبى الناطر عابعدك بالو مشغول مشغول ليلو بعدك صاير ليلين عالعالى طاروا علوا جوز حساسين حساسين راحوا غلوا بعب الشربين يسال وينن نقلو راحوا الحلوين الحلوين الكانوا يملوا راس العين زهر شباكك زهر شباكك فل الفل العجبينك نور نور عالكل جينا لعندك تانسهر كنت تطل طل الشوق المسهر دمعات العين,,الاخوين رحبانى,الأخوين رحباني,"يوم
يومين
جمعه
وشهر
شهرين
تعبت
بعينى
الدمعه
وين
غايب
وين
شهر
شهرين
بعدك
بعدك
بتقول
تقول
محافظ
عا
وعدك
الوعد
يطول
قلبى
الناطر
عابعدك
بالو
مشغول
مشغول
ليلو
بعدك
صاير
ليلين
عالعالى
طاروا
علوا
جوز
حساسين
حساسين
راحوا
غلوا
بعب
الشربين
يسال
وينن
نقلو
راحوا
الحلوين
الحلوين
الكانوا
يملوا
راس
العين
زهر
شباكك
زهر
شباكك
فل
الفل
العجبينك
نور
نور
عالكل
جينا
لعندك
تانسهر
كنت
تطل
طل
الشوق
المسهر
دمعات
العين",negative,0.7409924864768982,love
يريد زهره,يريد زهره وليس فى الروض زهور ووردنا يعقد عبير والحقل طيوب يريد زهره تسمعين ياطيور اين لى زهر وورد ترى اهدى حبيبى ساجمع الشوق بقلبى واقطف اللحن الغنى وانتقى روض حبى براعم الحزن الوفير شذا النسمات الم طيب فاجمع الباقات للساحر الحبيب يريد زهره وليس فى الروض زهور ووردنا يعقد عبير والحقل طيوب يريد زهره تسمعين ياطيور اين لى زهر وورد ترى اهدى حبيبى,1955.0,الاخوين رحبانى,الأخوين رحباني,"يريد
زهره
وليس
فى
الروض
زهور
ووردنا
يعقد
عبير
والحقل
طيوب
يريد
زهره
تسمعين
ياطيور
اين
لى
زهر
وورد
ترى
اهدى
حبيبى
ساجمع
الشوق
بقلبى
واقطف
اللحن
الغنى
وانتقى
روض
حبى
براعم
الحزن
الوفير
شذا
النسمات
الم
طيب
فاجمع
الباقات
للساحر
الحبيب
يريد
زهره
وليس
فى
الروض
زهور
ووردنا
يعقد
عبير
والحقل
طيوب
يريد
زهره
تسمعين
ياطيور
اين
لى
زهر
وورد
ترى
اهدى
حبيبى",negative,0.4217357039451599,love
رعيان الجبال,يارعيان الجبال اذا طلعتوا عالجبال قولوا لحبيبى عادت ايام الهوى ياقطافين الكروم اذا قطفتوا الكروم قولوا لحبيبى زمان الهوى قولوا الزعل والهوى عم يقطف قمره واللوم انتهى وارتاح هالقلب وقبل بسهره قولوا الناطر ناطر والمشتاق اشتاق ورجعت عالقناطر نجمه العشاق وقولوا لحبيبى انه حبيبى اصوات العصافير عم اكتب حبى وعتبى دلوا عليى النواطير والغربا عرفوا بتعبى قولوا العمر قصير وشمس العمر خيال وقصر الحب زغير والساعات قلال وقولوا لحبيبى انو حبيبى,1969.0,الاخوين رحبانى,الأخوين رحباني,"يارعيان
الجبال
اذا
طلعتوا
عالجبال
قولوا
لحبيبى
عادت
ايام
الهوى
ياقطافين
الكروم
اذا
قطفتوا
الكروم
قولوا
لحبيبى
زمان
الهوى
قولوا
الزعل
والهوى
عم
يقطف
قمره
واللوم
انتهى
وارتاح
هالقلب
وقبل
بسهره
قولوا
الناطر
ناطر
والمشتاق
اشتاق
ورجعت
عالقناطر
نجمه
العشاق
وقولوا
لحبيبى
انه
حبيبى
اصوات
العصافير
عم
اكتب
حبى
وعتبى
دلوا
عليى
النواطير
والغربا
عرفوا
بتعبى
قولوا
العمر
قصير
وشمس
العمر
خيال
وقصر
الحب
زغير
والساعات
قلال
وقولوا
لحبيبى
انو
حبيبى",positive,0.6071361899375916,love
ريت انت وانا بالييت,ريت انت انا بالبيت شى بيت ابعد بيت ممحى ورا حدود العتم الريح التلج نازل بالدنيى تجريح يضيع طريقك تعود تفل تضل حدى تضل يزهر يدبل الف موسم فل تضل حدى تضل حدى تضل يضل بالقنديل نقطه زيت,1963.0,الاخوين رحبانى,الأخوين رحباني,"ريت
انت
انا
بالبيت
شى
بيت
ابعد
بيت
ممحى
ورا
حدود
العتم
الريح
التلج
نازل
بالدنيى
تجريح
يضيع
طريقك
تعود
تفل
تضل
حدى
تضل
يزهر
يدبل
الف
موسم
فل
تضل
حدى
تضل
حدى
تضل
يضل
بالقنديل
نقطه
زيت",neutral,0.5343349575996399,neutral
زنبق,زنبق غاوى بسياجه ومفيى بوراقك دراجه بيجى يتكى وبيطول الحكى بلبل بخيال عناقيده بتقول ينسى مواعيده ودينا لشباكه يمام ولقلبه ملام ولعيونه سلام ميل ستار تيه عالدار لوح للعين جنات وزرار,1955.0,الاخوين رحبانى,الأخوين رحباني,"زنبق
غاوى
بسياجه
ومفيى
بوراقك
دراجه
بيجى
يتكى
وبيطول
الحكى
بلبل
بخيال
عناقيده
بتقول
ينسى
مواعيده
ودينا
لشباكه
يمام
ولقلبه
ملام
ولعيونه
سلام
ميل
ستار
تيه
عالدار
لوح
للعين
جنات
وزرار",neutral,0.37362682819366455,love
شام الصيف,شام الصيف متئدا وعاد بى الجناح صرخ الحنين اليك بى اقلع ونادتنى الرياح اصوات اصحابى وعيناها ووعد غد يتاح احبهم نهبوا رقادى استراحوا فانا جرح الهوى وهناك فى وطنى جراح وعليك عينى دمشق فمنك ينهمر الصباح حب تمنعنى وتسالنى الزمن المباح وانا اليك الدرب والطير المشرد والاقاح فى الشام انت هوى وفى بيروت اغنيه راحاهلى واهلك والحضاره وحدتنا والسماح وصمودنا وقوافل الابطال ضحوا وراحوا شام بوابه التاريخ تحرسك الرماح,1976.0,الاخوين رحبانى,سعيد عقل,"شام
الصيف
متئدا
وعاد
بى
الجناح
صرخ
الحنين
اليك
بى
اقلع
ونادتنى
الرياح
اصوات
اصحابى
وعيناها
ووعد
غد
يتاح
احبهم
نهبوا
رقادى
استراحوا
فانا
جرح
الهوى
وهناك
فى
وطنى
جراح
وعليك
عينى
دمشق
فمنك
ينهمر
الصباح
حب
تمنعنى
وتسالنى
الزمن
المباح
وانا
اليك
الدرب
والطير
المشرد
والاقاح
فى
الشام
انت
هوى
وفى
بيروت
اغنيه
راحاهلى
واهلك
والحضاره
وحدتنا
والسماح
وصمودنا
وقوافل
الابطال
ضحوا
وراحوا
شام
بوابه
التاريخ
تحرسك
الرماح",positive,0.464324951171875,love
